Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
Blue Refectory Clock,Blue Refectory Clock,Product,2,177,6,0.298477,0.305826,0,0.000002,0.000002,0.000084,0,7,809,1,1,0.000068
Painted Pink Rabbit,Painted Pink Rabbit,Product,137,10357,4,0.489942,0.511192,0.00003,0.008035,0.008035,0.000175,0,14,748,0.737226,6868,0.137313
White Brocante Soap Dish,White Brocante Soap Dish,Product,77,7680,4,0.474422,0.492517,0.000002,0.004967,0.004967,0.000123,0,5,470,0.90499,2648,0.084445
Christmas Star Wish List Chalkboard,Christmas Star Wish List Chalkboard,Product,562,69302,4,0.543369,0.598587,0.000552,0.030776,0.030776,0.000685,0,16,296,0.600167,94611,0.520323
Hot Water Bottle Tea And Sympathy,Hot Water Bottle Tea And Sympathy,Product,810,127085,4,0.575912,0.647672,0.000543,0.041732,0.041732,0.001142,0,16,421,0.509283,166864,0.705078
Dairy Maid Toastrack,Dairy Maid Toastrack,Product,90,6523,5,0.477115,0.49638,0.000085,0.003506,0.003506,0.000161,0,14,782,0.535081,2143,0.060634
Magic Drawing Slate Dolly Girl,Magic Drawing Slate Dolly Girl,Product,497,68430,4,0.535003,0.5857,0.000258,0.027855,0.027855,0.000644,0,11,402,0.607613,74892,0.471105
Hi Tec Alpine Hand Warmer,Hi Tec Alpine Hand Warmer,Product,195,15918,4,0.499138,0.524815,0.000245,0.011097,0.011097,0.000234,0,14,587,0.679196,12847,0.189141
Zinc Star T-Light Holder,Zinc Star T-Light Holder,Product,60,6408,5,0.453139,0.474795,0.000001,0.002962,0.002962,0.000115,0,16,119,0.838983,1485,0.050242
Number Tile Cottage Garden No,Number Tile Cottage Garden No,Product,1,51,2,0.571429,0.625,0,0,0,0.000175,1,0,7,0,0,0.000018
Pack Of 12 Dolly Girl Tissues,Pack Of 12 Dolly Girl Tissues,Product,411,39425,4,0.523083,0.567441,0.000039,0.025704,0.025704,0.000381,0,16,505,0.771123,64971,0.433771
Red Paper Parasol,Red Paper Parasol,Product,44,4467,5,0.460587,0.478185,0.000008,0.002172,0.002172,0.000121,0,7,796,0.684989,648,0.037066
6 Ribbons Empire,6 Ribbons Empire,Product,558,49560,4,0.54371,0.598299,0.00022,0.032466,0.032466,0.000494,0,16,400,0.659241,102448,0.548108
Pink Owl Soft Toy,Pink Owl Soft Toy,Product,200,18163,4,0.493654,0.521681,0.00008,0.011572,0.011572,0.000225,0,7,185,0.738894,14704,0.196099
Set Of 4 Fairy Cake Placemats,Set Of 4 Fairy Cake Placemats,Product,174,13463,5,0.490495,0.516622,0.00022,0.006584,0.006584,0.000259,0,14,631,0.564082,8490,0.11448
Card Billboard Font,Card Billboard Font,Product,886,117236,4,0.588129,0.663405,0.001193,0.04374,0.04374,0.001099,0,6,581,0.459693,180225,0.740454
Pink Love Bird Candle,Pink Love Bird Candle,Product,94,6833,5,0.45945,0.483653,0.000005,0.002849,0.002849,0.000147,0,14,468,0.854496,3735,0.05013
Christmas Tree Hanging Gold,Christmas Tree Hanging Gold,Product,113,10152,4,0.481345,0.502047,0.000004,0.007121,0.007121,0.000149,0,16,596,0.883059,5588,0.12058
Set Of 3 Wooden Heart Decorations,Set Of 3 Wooden Heart Decorations,Product,939,125848,4,0.594163,0.672774,0.00173,0.043794,0.043794,0.001229,0,16,166,0.419792,184479,0.743196
Round White Confetti In Tube,Round White Confetti In Tube,Product,3,162,5,0.412538,0.431894,0,0.000118,0.000118,0.000059,0,14,258,1,3,0.002062
Woven Rose Garden Cushion Cover,Woven Rose Garden Cushion Cover,Product,176,12008,4,0.495343,0.519602,0.000001,0.01249,0.01249,0.000159,0,16,55,0.965649,14871,0.211461
Hanging Bauble T-Light Holder Small,Hanging Bauble T-Light Holder Small,Product,4,406,5,0.354654,0.367524,0,0.00008,0.00008,0.000073,0,5,68,1,6,0.001394
Pink Hearts Paper Garland,Pink Hearts Paper Garland,Product,3,380,5,0.377572,0.396239,0,0.000164,0.000164,0.00006,0,11,69,1,3,0.002767
Set Of 6 Vintage Notelets Kit,Set Of 6 Vintage Notelets Kit,Product,25,1760,5,0.440575,0.459862,0.000002,0.000831,0.000831,0.000081,0,14,322,0.766667,230,0.014478
Zinc Sweetheart Wire Letter Rack,Zinc Sweetheart Wire Letter Rack,Product,5,363,5,0.438647,0.45543,0,0.000349,0.000349,0.000064,0,5,622,1,10,0.006003
Icon Mug Revolutionary,Icon Mug Revolutionary,Product,37,2980,5,0.458803,0.47587,0.000023,0.001046,0.001046,0.000118,0,14,457,0.707207,471,0.01836
Picture Frame Wood Triple Portrait,Picture Frame Wood Triple Portrait,Product,159,13960,4,0.491698,0.515029,0.000013,0.011096,0.011096,0.000187,0,5,99,0.864899,10864,0.188026
Heart Ivory Trellis Large,Heart Ivory Trellis Large,Product,423,54321,4,0.526465,0.57099,0.000253,0.023443,0.023443,0.000547,0,5,234,0.612652,54681,0.396976
Black Enchanted Forest Placemat,Black Enchanted Forest Placemat,Product,14,977,5,0.455674,0.470255,0,0.000719,0.000719,0.000069,0,5,481,0.637363,58,0.012439
Drawer Knob Crackle Glaze Pink,Drawer Knob Crackle Glaze Pink,Product,161,16202,4,0.488289,0.513047,0.00009,0.00998,0.00998,0.000215,0,5,696,0.762034,9815,0.16928
English Rose Spirit Level,English Rose Spirit Level,Product,237,18657,5,0.505137,0.53421,0.000382,0.012297,0.012297,0.000287,0,14,280,0.559823,15656,0.210062
Spotted White Natural Seed Necklace,Spotted White Natural Seed Necklace,Product,2,119,2,0.75,0.833333,0,0,0,0.000391,6,4,337,1,1,0.000036
Blue Patch Purse Pink Heart,Blue Patch Purse Pink Heart,Product,66,4273,5,0.452274,0.474444,0.000001,0.002385,0.002385,0.000109,0,14,45,0.892308,1914,0.041614
Mini Playing Cards Dolly Girl,Mini Playing Cards Dolly Girl,Product,279,41989,4,0.501154,0.536998,0.000349,0.016552,0.016552,0.000438,0,16,416,0.737114,28586,0.27968
Dark Bird House Tree Decoration,Dark Bird House Tree Decoration,Product,494,49881,4,0.536435,0.585987,0.000305,0.02729,0.02729,0.000521,0,16,285,0.634552,77270,0.461723
Citronella Candle Flowerpot,Citronella Candle Flowerpot,Product,49,3474,5,0.472701,0.487714,0,0.003913,0.003913,0.000087,0,5,225,0.990646,1165,0.066692
Natural Slate Rectangle Chalkboard,Natural Slate Rectangle Chalkboard,Product,576,60721,4,0.547249,0.602552,0.000281,0.032435,0.032435,0.000594,0,5,112,0.612017,101350,0.548312
Skulls Writing Set,Skulls Writing Set,Product,329,28302,4,0.514918,0.552059,0.000085,0.020036,0.020036,0.000311,0,14,325,0.724535,39093,0.339596
Set/2 Red Retrospot Tea Towels,Set/2 Red Retrospot Tea Towels,Product,471,57741,4,0.533142,0.581063,0.000256,0.026364,0.026364,0.000567,0,7,887,0.623653,69029,0.446497
Black Kitchen Scales,Black Kitchen Scales,Product,87,6183,5,0.472787,0.492703,0.000001,0.005996,0.005996,0.000109,0,7,809,0.903502,3380,0.101746
3 Tier Cake Tin Red And Cream,3 Tier Cake Tin Red And Cream,Product,96,9976,5,0.472273,0.493534,0.000012,0.005103,0.005103,0.000157,0,7,656,0.700219,3193,0.087002
Wrap Red Apples,Wrap Red Apples,Product,433,69146,4,0.524874,0.571374,0.000239,0.02431,0.02431,0.000645,0,6,62,0.645593,60381,0.411329
Dolly Girl Lunch Box,Dolly Girl Lunch Box,Product,1302,338365,4,0.651174,0.74402,0.004152,0.053306,0.053306,0.003005,0,7,210,0.305395,258655,0.905458
Set Of 3 Wooden Stocking Decoration,Set Of 3 Wooden Stocking Decoration,Product,668,74564,4,0.557552,0.619948,0.000385,0.035592,0.035592,0.000715,0,16,66,0.563126,125452,0.601577
Paperweight Vintage Paisley,Paperweight Vintage Paisley,Product,2,145,5,0.347977,0.359792,0,0.00005,0.00005,0.00006,0,11,597,1,1,0.000856
Set/4 Butterfly Mirror Magnets,Set/4 Butterfly Mirror Magnets,Product,1,53,6,0.308038,0.31432,0,0.000001,0.000001,0.00006,0,14,568,0,0,0.000041
Pink Goose Feather Tree 60cm,Pink Goose Feather Tree 60cm,Product,1,60,6,0.286657,0.294071,0,0,0,0.000078,0,16,77,0,0,0.000023
Acrylic Jewel Snowflake Pink,Acrylic Jewel Snowflake Pink,Product,2,137,6,0.304297,0.311474,0,0.000001,0.000001,0.000082,0,16,77,0,0,0.000062
Mirror Mosaic Goblet Candle Holder,Mirror Mosaic Goblet Candle Holder,Product,7,2146,6,0.325994,0.331837,0,0.000011,0.000011,0.000191,0,17,29,1,21,0.000317
French Blue Metal Door Sign 3,French Blue Metal Door Sign 3,Product,90,10835,5,0.479926,0.498235,0.000004,0.00594,0.00594,0.000188,0,5,635,0.874657,3503,0.101218
36 Pencils Tube Woodland,36 Pencils Tube Woodland,Product,344,38927,4,0.513295,0.552987,0.000029,0.021707,0.021707,0.000367,0,7,580,0.761204,44908,0.366842
Paint Your Own Canvas Set,Paint Your Own Canvas Set,Product,278,35909,4,0.507893,0.540931,0.00003,0.017334,0.017334,0.000354,0,11,105,0.738332,28428,0.293313
Feltcraft Cushion Rabbit,Feltcraft Cushion Rabbit,Product,300,35982,4,0.51028,0.545312,0.000094,0.018982,0.018982,0.000363,0,11,755,0.768986,34489,0.321078
Set/6 Collage Paper Plates,Set/6 Collage Paper Plates,Product,484,50157,4,0.534126,0.583525,0.000968,0.025725,0.025725,0.000575,0,14,255,0.562771,65780,0.436859
Antique Silver Bauble Lamp,Antique Silver Bauble Lamp,Product,10,762,5,0.433827,0.452232,0,0.000668,0.000668,0.000063,0,16,160,1,45,0.011316
T-Light Holder White Lace,T-Light Holder White Lace,Product,139,9761,5,0.488381,0.510546,0.000047,0.006439,0.006439,0.000175,0,14,72,0.714316,6851,0.110958
Flower Fairy 5 Drawer Liners,Flower Fairy 5 Drawer Liners,Product,1,55,5,0.433972,0.450953,0,0.000102,0.000102,0.000057,0,5,102,0,0,0.001787
Savoy Art Deco Clock,Savoy Art Deco Clock,Product,22,1347,5,0.404094,0.426202,0.000001,0.000497,0.000497,0.000079,0,14,322,0.900433,208,0.008862
Jasmine Votive Candle,Jasmine Votive Candle,Product,11,913,5,0.448074,0.464064,0,0.000578,0.000578,0.000068,0,5,22,0.818182,45,0.009983
Green Round Compact Mirror,Green Round Compact Mirror,Product,3,176,5,0.370961,0.387638,0.000748,0.000111,0.000111,0.000153,0,7,614,0.333333,1,0.001899
Vintage Billboard Tea Mug,Vintage Billboard Tea Mug,Product,53,6566,5,0.464859,0.482182,0.000005,0.003152,0.003152,0.000129,0,5,885,0.753991,1039,0.053569
Danish Rose Decorative Plate,Danish Rose Decorative Plate,Product,64,5694,5,0.475027,0.491456,0.000237,0.001986,0.001986,0.000223,0,14,345,0.428571,864,0.03481
Small White Retrospot Mug In Box,Small White Retrospot Mug In Box,Product,19,2269,5,0.444179,0.462081,0.000013,0.001014,0.001014,0.000108,0,7,29,0.730994,125,0.017242
Lipstick Pen Red,Lipstick Pen Red,Product,777,90378,4,0.573756,0.642364,0.000638,0.040311,0.040311,0.000866,0,16,558,0.517036,155874,0.681476
Rattle Snake Eggs,Rattle Snake Eggs,Product,70,4593,4,0.477902,0.494212,0.00001,0.003733,0.003733,0.000107,0,14,368,0.67619,1633,0.064
Large Parlour Picture Frame,Large Parlour Picture Frame,Product,2,121,1,1,1,0,0,0,0.000322,7,10,630,1,1,0.000036
Camphor Wood Portobello Mushroom,Camphor Wood Portobello Mushroom,Product,2,189,1,1,1,0,0,0,0.000421,5,8,88,1,1,0.000036
Recycled Acapulco Mat Red,Recycled Acapulco Mat Red,Product,27,2339,5,0.451177,0.468943,0.000012,0.001925,0.001925,0.000118,0,7,388,0.826211,290,0.032765
Set/20 Strawberry Paper Napkins,Set/20 Strawberry Paper Napkins,Product,470,62378,4,0.533798,0.581351,0.000327,0.025674,0.025674,0.000604,0,7,169,0.606696,66867,0.435166
Blue Polkadot Passport Cover,Blue Polkadot Passport Cover,Product,18,1104,5,0.465108,0.478121,0.000003,0.001246,0.001246,0.000071,0,14,858,0.862745,132,0.021551
Small Polkadot Chocolate Gift Bag,Small Polkadot Chocolate Gift Bag,Product,13,1060,5,0.421615,0.442031,0.000001,0.00066,0.00066,0.000069,0,7,656,0.602564,47,0.01122
Playing Cards Vintage Doily,Playing Cards Vintage Doily,Product,166,14492,4,0.478956,0.507387,0.000021,0.009612,0.009612,0.000185,0,16,841,0.765608,10485,0.162512
Sandwich Bath Sponge,Sandwich Bath Sponge,Product,138,10669,4,0.488289,0.510137,0.000002,0.009677,0.009677,0.000148,0,16,381,0.919602,8693,0.163836
Crazy Daisy Heart Decoration,Crazy Daisy Heart Decoration,Product,228,17146,4,0.503478,0.531818,0.000028,0.013328,0.013328,0.000222,0,14,255,0.752183,19465,0.226889
Spaceboy Beaker,Spaceboy Beaker,Product,373,59246,4,0.514511,0.557496,0.000048,0.022353,0.022353,0.00053,0,7,236,0.721871,50082,0.377724
Blue & White Breakfast Tray,Blue & White Breakfast Tray,Product,1,50,6,0.272566,0.279055,0,0,0,0.000091,0,14,775,0,0,0.000021
Snack Tray Happy Forest,Snack Tray Happy Forest,Product,1,57,6,0.314848,0.320101,0,0.000003,0.000003,0.00006,0,16,577,0,0,0.000066
Felt Toadstool Small,Felt Toadstool Small,Product,59,4209,4,0.476765,0.491942,0.000002,0.003916,0.003916,0.000096,0,7,260,0.842198,1441,0.066736
Tumbler Baroque,Tumbler Baroque,Product,45,3396,5,0.462221,0.479336,0.000018,0.001348,0.001348,0.000118,0,14,322,0.712121,705,0.023674
Toy Tidy Pink Polkadot,Toy Tidy Pink Polkadot,Product,420,53706,4,0.527104,0.571182,0.000108,0.025726,0.025726,0.000508,0,21,249,0.721593,63493,0.435323
Vintage Bead Pink Scarf,Vintage Bead Pink Scarf,Product,135,11049,5,0.480103,0.504247,0.000022,0.00381,0.00381,0.000206,0,14,463,0.757324,6850,0.067366
Pink Fairy Cake Cushion Cover,Pink Fairy Cake Cushion Cover,Product,152,11520,4,0.483847,0.509018,0.000022,0.005247,0.005247,0.000202,0,14,72,0.732485,8406,0.091599
Le Jardin Botanique Cushion Cover,Le Jardin Botanique Cushion Cover,Product,48,3955,5,0.470567,0.486083,0.000172,0.003315,0.003315,0.000125,0,16,126,0.858156,968,0.056411
Small Medina Stamped Metal Bowl,Small Medina Stamped Metal Bowl,Product,66,8269,5,0.461647,0.48183,0.001495,0.003699,0.003699,0.000197,0,7,592,0.93007,1995,0.062826
Doormat Topiary,Doormat Topiary,Product,69,7196,5,0.470143,0.488418,0.000002,0.004505,0.004505,0.000124,0,5,133,0.858056,2013,0.076689
Pack Of 60 Mushroom Cake Cases,Pack Of 60 Mushroom Cake Cases,Product,775,151843,4,0.57049,0.640637,0.000473,0.040154,0.040154,0.0013,0,7,60,0.516176,154814,0.679045
Set Of 60 Vintage Leaf Cake Cases,Set Of 60 Vintage Leaf Cake Cases,Product,837,129115,4,0.579497,0.652884,0.000967,0.041585,0.041585,0.001165,0,7,94,0.471726,165041,0.703692
Multi Hearts Stickers,Multi Hearts Stickers,Product,7,483,5,0.443877,0.460041,0,0.000368,0.000368,0.000066,0,7,741,0.857143,18,0.006341
Wrap Monster Fun,Wrap Monster Fun,Product,71,8951,4,0.472872,0.490663,0.000012,0.003613,0.003613,0.00014,0,6,684,0.746479,1855,0.061548
Party Pizza Dish Blue Polkadot,Party Pizza Dish Blue Polkadot,Product,278,30552,5,0.503186,0.538239,0.000217,0.011754,0.011754,0.000404,0,14,614,0.506064,19485,0.202196
Swallow Wooden Christmas Decoration,Swallow Wooden Christmas Decoration,Product,404,39242,4,0.523503,0.566833,0.000078,0.024425,0.024425,0.000396,0,16,857,0.75336,61328,0.41246
Rain Poncho Retrospot,Rain Poncho Retrospot,Product,565,75615,4,0.544505,0.599834,0.000141,0.03299,0.03299,0.000681,0,7,189,0.648277,103290,0.557221
Key Fob Front Door,Key Fob Front Door,Product,243,26144,4,0.503964,0.534088,0.000074,0.015678,0.015678,0.000289,0,5,685,0.784036,23053,0.2655
Vintage Christmas Stocking,Vintage Christmas Stocking,Product,590,66169,4,0.545188,0.603255,0.000216,0.033083,0.033083,0.000616,0,16,57,0.619723,107680,0.558528
Spaceboy Lunch Box,Spaceboy Lunch Box,Product,1239,359099,4,0.640295,0.731613,0.004285,0.051207,0.051207,0.00317,0,7,893,0.314977,241569,0.869741
Assorted Colour Lizard Suction Hook,Assorted Colour Lizard Suction Hook,Product,77,6481,5,0.477464,0.494781,0.000006,0.004888,0.004888,0.000122,0,21,566,0.786056,2300,0.082893
Travel Card Wallet Skulls,Travel Card Wallet Skulls,Product,260,28330,4,0.506807,0.538117,0.000052,0.016637,0.016637,0.000299,0,6,111,0.764479,25740,0.281571
Rose 3 Wick Morris Box Candle,Rose 3 Wick Morris Box Candle,Product,88,7563,5,0.477902,0.496636,0.000118,0.003342,0.003342,0.000207,0,14,29,0.534744,2047,0.057885
Jumbo Bag Owls,Jumbo Bag Owls,Product,778,158660,4,0.572999,0.642108,0.000514,0.040547,0.040547,0.001364,0,21,266,0.518331,156667,0.686077
Set Of 16 Vintage Rose Cutlery,Set Of 16 Vintage Rose Cutlery,Product,122,9233,5,0.470822,0.495996,0.00002,0.003564,0.003564,0.000187,0,14,858,0.844466,6233,0.062852
Cherry Blossom Passport Cover,Cherry Blossom Passport Cover,Product,24,1517,5,0.420052,0.44136,0.000001,0.000679,0.000679,0.000083,0,14,826,0.891304,246,0.011964
Number Tile Vintage Font 7,Number Tile Vintage Font 7,Product,10,638,6,0.309134,0.316532,0,0.000001,0.000001,0.000285,0,12,102,1,45,0.000205
Cupid Design Scented Candles,Cupid Design Scented Candles,Product,1,52,5,0.348956,0.359849,0,0.000044,0.000044,0.000057,0,5,633,0,0,0.000742
Treasure Tin Buffalo Bill,Treasure Tin Buffalo Bill,Product,303,41304,4,0.505725,0.542786,0.000056,0.017898,0.017898,0.000395,0,16,38,0.735886,33669,0.302873
Black Baroque Carriage Clock,Black Baroque Carriage Clock,Product,1,53,5,0.34994,0.362075,0,0.000035,0.000035,0.000058,0,14,775,0,0,0.000623
Turquoise Bertie Glass Bead Charm,Turquoise Bertie Glass Bead Charm,Product,17,1063,5,0.392293,0.413072,0,0.000437,0.000437,0.000075,0,14,457,0.992647,135,0.007715
Cream Heart Card Holder,Cream Heart Card Holder,Product,455,61079,4,0.531511,0.578121,0.002765,0.026179,0.026179,0.000763,0,5,693,0.636656,65757,0.442833
Gaolers Keys Decorative Garden,Gaolers Keys Decorative Garden,Product,63,4440,5,0.474508,0.490688,0,0.004485,0.004485,0.000095,0,5,202,0.929852,1816,0.076154
Set Of 2 Christmas Decoupage Candle,Set Of 2 Christmas Decoupage Candle,Product,463,40831,4,0.532815,0.580072,0.00027,0.025679,0.025679,0.000446,0,16,908,0.623124,66645,0.434977
Hen Party Cordon Barrier Tape,Hen Party Cordon Barrier Tape,Product,4,235,5,0.379386,0.397455,0,0.000194,0.000194,0.000059,0,5,735,1,6,0.003277
Felt Farm Animal Sheep,Felt Farm Animal Sheep,Product,114,9616,5,0.479661,0.501177,0.000028,0.00409,0.00409,0.000179,0,14,748,0.77224,4974,0.071426
Ceramic Strawberry Design Mug,Ceramic Strawberry Design Mug,Product,179,17196,5,0.495626,0.520363,0.000139,0.009804,0.009804,0.000254,0,5,823,0.59877,9539,0.166936
Revolver Wooden Ruler,Revolver Wooden Ruler,Product,691,126130,4,0.55803,0.623145,0.000449,0.036084,0.036084,0.001105,0,11,375,0.531882,126798,0.610074
Folding Butterfly Mirror Hot Pink,Folding Butterfly Mirror Hot Pink,Product,367,55352,4,0.515223,0.557176,0.000119,0.02086,0.02086,0.000515,0,7,661,0.646283,43405,0.352963
Toothpaste Tube Pen,Toothpaste Tube Pen,Product,611,57732,4,0.551768,0.609555,0.000479,0.034028,0.034028,0.000584,0,16,410,0.609536,113590,0.57506
Heart String Memo Holder Hanging,Heart String Memo Holder Hanging,Product,387,36291,4,0.520887,0.56306,0.000104,0.023287,0.023287,0.000377,0,16,423,0.752407,56198,0.393668
Set/10 Red Polkadot Party Candles,Set/10 Red Polkadot Party Candles,Product,681,120354,4,0.557672,0.621706,0.000437,0.034752,0.034752,0.001056,0,7,658,0.517401,119799,0.588203
Hanging Chick Green Decoration,Hanging Chick Green Decoration,Product,110,9369,4,0.484927,0.504189,0.000246,0.005828,0.005828,0.000181,0,14,18,0.69191,4148,0.099838
Hawaiian Grass Skirt,Hawaiian Grass Skirt,Product,9,892,5,0.394968,0.415202,0.000005,0.000266,0.000266,0.000084,0,21,128,0.666667,24,0.004595
White Candystuft Artificial Flower,White Candystuft Artificial Flower,Product,3,201,5,0.396229,0.415886,0.000003,0.000145,0.000145,0.000124,0,6,793,0.333333,1,0.002481
Toxic Area Door Hanger,Toxic Area Door Hanger,Product,197,20826,4,0.499329,0.525102,0.000131,0.010178,0.010178,0.000287,0,14,663,0.592199,11433,0.173059
Drawer Knob Vintage Glass Hexagon,Drawer Knob Vintage Glass Hexagon,Product,9,562,5,0.362045,0.378076,0.000001,0.000175,0.000175,0.000075,0,5,762,0.75,27,0.003041
Mirror Love Bird T-Light Holder,Mirror Love Bird T-Light Holder,Product,15,1117,5,0.436662,0.455417,0,0.000984,0.000984,0.000069,0,7,335,0.961905,101,0.016723
Beaded Crystal Heart Pink Large,Beaded Crystal Heart Pink Large,Product,44,3365,5,0.463784,0.480487,0.000005,0.001477,0.001477,0.000106,0,14,436,0.589852,558,0.025746
Jumbo Bag Pink Vintage Paisley,Jumbo Bag Pink Vintage Paisley,Product,1019,224629,4,0.60831,0.689786,0.001635,0.046857,0.046857,0.001962,0,21,204,0.395941,205363,0.794154
Daisy Garden Marker,Daisy Garden Marker,Product,34,6885,5,0.467696,0.48215,0.000068,0.002172,0.002172,0.000167,0,5,671,0.791444,444,0.037331
Antique Glass Heart Decoration,Antique Glass Heart Decoration,Product,6,407,5,0.416827,0.436294,0,0.000236,0.000236,0.000064,0,5,823,0.6,9,0.004104
Cakes And Rabbits Design Flannel,Cakes And Rabbits Design Flannel,Product,1,62,1,1,1,0,0,0,0.000379,8,19,114,0,0,0.000018
Three Canvas Luggage Tags,Three Canvas Luggage Tags,Product,42,2598,5,0.455038,0.473516,0,0.001833,0.001833,0.000088,0,14,128,0.998839,860,0.031886
Alarm Clock Bakelike Chocolate,Alarm Clock Bakelike Chocolate,Product,379,42166,4,0.517269,0.559798,0.000183,0.022899,0.022899,0.000415,0,7,289,0.702824,50344,0.386969
Abc Treasure Book Box,Abc Treasure Book Box,Product,405,51283,4,0.518194,0.563891,0.000069,0.023607,0.023607,0.000476,0,7,781,0.682227,55813,0.399044
Fine Wicker Heart,Fine Wicker Heart,Product,284,28002,4,0.51048,0.543425,0.000126,0.016281,0.016281,0.000323,0,5,225,0.678943,27284,0.276303
Blue Vintage Spot Beaker,Blue Vintage Spot Beaker,Product,418,73660,4,0.525509,0.569807,0.000097,0.025486,0.025486,0.00066,0,7,475,0.711048,61970,0.430855
"Letter ""A"" Bling Key Ring","Letter ""A"" Bling Key Ring",Product,4,218,5,0.445166,0.46077,0.001495,0.000203,0.000203,0.000253,0,5,102,0.166667,1,0.003592
